code;sample;group;rep;temperature;imbibition;treatment;m_a.Aminoadipate;m_Alanine;m_Arginine;m_Asparagine;m_Aspartate;m_b.aminoisobutyrate;m_beta.Alanine;m_Cystein;m_GABA;m_Glutamine;m_Glutamate;m_Glycine;m_Isoleucine;m_Leucine;m_Lysine;m_Methionine;m_Phenylalanine;m_ProLIne;m_Serine;m_Threonine;m_Tryptophan;m_Tyrosine;m_VaLIne;m_alpha.Tocopherol;m_beta.Sitosterol;m_Campesterol;m_gamma.Tocopherol;m_Quercetin;m_Quercitrin;m_4-methylthiobutyl.glucosinolate;m_5.methylthio.pentanenitrile;m_5-methylthiopentyl.glucosinolate;m_6-methylthiohexyl.glucosinolate;m_7-methylthiohexyl.glucosinolate;m_8-methylthiooctyl.glucosinolate;m_BenzoylGlucosinolate.2Breakdown;m_BenzoylGlucosinolate.3Breakdown;m_BenzoylX.Glucosinolate.2;m_BenzoylX.Glucosinolate.3;m_Hexanenitrile.6methylthio;m_Nonanenitrile.9.methylthio;m_Octanenitrile.8.methylthio;m_Sulfamate;m_Sulfite;m_U2609.4.361;m_U3122.4.202.I3M.;m_UGlucosinolate140.1;m_UGlucosinolatebreakdown140.5;m_Sulfuric.acid;m_2.Hydroxyglutarate;m_2.Oxoglutarate;m_Aconitate;m_Ascorbate;m_Citrate;m_Dehydroascorbate;m_Erythronate;m_Fumarate;m_Galactonate;m_Gluconate;m_Glycerate;m_GlycosylsaLIcylate;m_Malate;m_Maleate;m_Nicotinate;m_Pipecolate;m_Pyruvate;m_Ribonate;m_Sinapinate.cis;m_Sinapinate.trans;m_Succinate;m_Threonate;m_Threonate.lactone;m_Agmatine..NH3.;m_Allantoin;m_Arabitol;m_beta.indole.3.acetonitrile;m_Erythritol;m_Ethanolamine;m_Glycerol;m_Guanosine2;m_hydroxylamine;m_Mannitol;m_myo.Inositol;m_Putrescine;m_Sorbitol;m_Threitol;m_Urea;m_XyLItol;m_Fructose.6.P;m_Glucose.6.P;m_Glycerol.3.P;m_myo.Inositol.1.P;m_Phosphate;m_Ribose.5.P;m_Anhydroglucose;m_Arabinose;m_Digalactosylglycerol;m_Fructose;m_Galactinol;m_Galactose;m_Galactosylglycerol;m_Glucopyranose;m_Glucopyranose..H2O.;m_Glucose;m_Maltose;m_Mannose;m_Melibiose;m_Raffinose;m_Rhamnose;m_Ribose;m_Stachyose;m_Sucrose;m_Xylose;m_U0970.7.184;m_U1070.1.131;m_U1093.6.147;m_U1121.3.332;m_U1124.3.140;m_U1127.5.140;m_U1148.5.110;m_U1154.3.156;m_U1154.4.285;m_U1169.9.198.mstfaTHERMO.;m_U1170.3.74;m_U1181.1.281;m_U1186.7.197;m_U1205.8.198;m_U1230.7.163;m_U1240.7.286;m_U1252.8.157;m_U1263.1.298;m_U1270.1.240;m_U1290.198;m_U1317.1.199;m_U1371.5.151;m_U1393.172;m_U1397.142;m_U1441.0.243;m_U1445.7.334;m_U1520.4.172;m_U1530.2.314;m_U1541.8.263;m_U1549.7.130;m_U1559.4.217;m_U1592.8.217;m_U1605.7.342;m_U1605.8.342;m_U1617.8.146;m_U1647.2.403;m_U1687.9.197;m_U1700.6.288;m_U1705.2.319.pentitol.;m_U1718.0.157;m_U1719.5.191;m_U1729.0.273;m_U1759.4.331;m_U1761.4.217;m_U1767.3.243;m_U1791.1.223;m_U1807.9.217;m_U1816.2.228;m_U1823.5.217;m_U1837.6.368;m_U1838.6.196;m_U1841.9.394;m_U1849.2.285;m_U1852.0.217;m_U1872.1.204.methyl.hexopyranoside.;m_U1897.2.327;m_U1904.9.204;m_U1939.1.210;m_U1952.1.217;m_U1955.249;m_U1958.217;m_U1970.1.453;m_U1983.0.217;m_U1983.0.217;m_U2000.217;m_U2003.8.293;m_U2012.7.361;m_U2015.292;m_U2025.2.204;m_U2037.8.223;m_U2053.6.321;m_U2053.6.321;m_U2070.7.361;m_U2076.9.204;m_U2087.6.321;m_U2109.3.305;m_U2110.3.361;m_U2112.9.319;m_U2146.9.103;m_U2150.9.279;m_U2166.3.249;m_U2170.6.361;m_U2174.3.361;m_U2175.5.235;m_U2180.8.204;m_U2180.8.204;m_U2184.1.299;m_U2193.9.299;m_U2197.2.494;m_U2224.3.454;m_U2229.8.204;m_U2251.5.361;m_U2261.0.218;m_U2271.6.249;m_U2278.6.361;m_U2282.4.349;m_U2286.5.361;m_U2293.0.223;m_U2315.2.245;m_U2371.1.361;m_U2377.5.292;m_U2400.1.179;m_U2412.1.157;m_U2423.6.279;m_U2446.9.361;m_U2457.6.187;m_U2473.361;m_U2507.8.321;m_U2513.2.296;m_U2513.2.296;m_U2529.8.361;m_U2548.5.204;m_U2550.4.219.sug.;m_U2550.7.149;m_U2562.3.204;m_U2588.9.535;m_U2620.2.173;m_U2688.5.333;m_U2692.9.361;m_U2731.2.160;m_U2756.4.271;m_U2757.3.273;m_U2764.1.348;m_U2771.9.317;m_U2779.9.361;m_U2798.377;m_U2803.7.204.479.;m_U2817.2.236;m_U2817.7.394;m_U2828.8.361;m_U2839.3.312;m_U2857.8.342;m_U2882.5.297;m_U2910.9.433;m_U2915.3.310;m_U2924.3.361;m_U2929.1.297;m_U2932.3.204.479.;m_U2938.3.204;m_U2939.6.191.galactinol.;m_U2942.2.556;m_U3008.3.457;m_U3041.1.361;m_U3063.0.361;m_U3063.0.361;m_U3080.7.361;m_U3100.8.361;m_U3127.2.202;m_U3168.2.290;m_U3188.1.361;m_U3213.1.400;m_U3218.5.297;m_U3279.7.361;m_U3290.3.279;m_U3300.1.279;m_U3382.8.441;m_U3407.6.361;m_U3415.9.498;m_U3477.2.361;m_U3486.5.361.trisaccharide.;m_U3585.6.316;m_U3586.3.316;m_U3701.368;m_U3910.6.597.Trigalactosylglycerol
DS-HT-NA1;Elevated_DS_CD_0d_1;Elevated_DS_CD_0d;1;Elevated;DS;CD_0d;0,025892807;0,529221284;0,0000312;0,943017868;0,568446451;0,0000312;0,017989652;0,028707623;0,123843506;0,054940517;1,740705386;0,13332328;0,145439253;0,102028538;0,021653415;0,000342912;0,100528138;0,325432675;0,209327806;0,231361146;0,165512685;0,081362547;0,238991289;0,008147119;1,096220137;0,184921946;0,212929249;0,008736983;0,005868593;25,83700011;6,54364845;1,139407793;0,495277114;2,655989704;2,596428714;0,187020389;0,261344469;1,19207576;2,106976426;0,028453252;0,216079779;0,111344128;0,897637971;1,083577154;1,286969689;1,741387883;0,647565714;0,286708556;6,510846433;0,022548117;0,004693904;0,017272381;0,004725535;0,59784457;0,002632683;0,0000312;2,710779989;0,02707574;1,968365758;0,043132459;0,0000312;1,415703352;0,0051617;0,2185715;0,008885302;0,015328735;0,0468409;0,2318777;20,80894783;0,352786439;0,0868862;0,003444883;0,0000312;0,170458785;0,069159577;0,6506146;0,029208538;0,145099299;0,33441526;0,0000312;0,038167298;0,02614076;0,823674675;0,001663179;0,220838702;0,0278295;0,003152367;0,097434341;0,0000312;0,0000312;0,59623525;0,849683583;5,773412333;0,0000312;1,77695945;0,04897023;14,21779313;0,334933457;4,378909797;0,064390395;0,004172917;1,193839133;1,379794506;4,306636385;0,0000312;0,041393837;0,0000312;1,668181814;0,145490421;0,012060488;1,834344771;69,42570556;0,015300402;0,183705259;0,121729287;0,011285153;0,0000312;0,0000312;0,111384029;0,0000312;0,050384289;0,0000312;0,02857112;0,107688421;0,0000312;0,006668532;0,003589546;0,002711588;0,0000312;0,060277005;0,0000312;2,805192091;0,136048691;0,142996932;0,032011702;0,044594122;0,0000312;0,0000312;0,006720036;0,062237614;0,025155425;0,0000312;0,044283318;0,317477244;0,017027684;0,005990228;0,0000312;0,00415731;0,017967885;0,0000312;0,021538295;0,003372436;0,041412485;0,0000312;0,007841721;0,031597076;0,0000312;0,034111707;0,0000312;0,0000312;0,056671988;0,0000312;0,047834389;0,0000312;0,178844249;0,104959733;0,202577566;0,09544383;0,006726092;0,025550865;0,162620677;0,0000312;0,033603182;0,269495112;0,0000312;0,009267188;3,574825616;0,0000312;0,044109518;0,175478836;0,380955369;0,009212682;0,0000312;1,22906059;0,409582323;0,0000312;1,625289417;0,377579838;0,018678251;0,0000312;0,0000312;0,073708018;0,102880187;0,0000312;0,095458334;0,0000312;0,0000312;0,0000312;0,0000312;0,0273819;0,011076135;0,0000312;0,0000312;0,0000312;0,033385665;0,0000312;0,012689805;0,0000312;0,031830217;0,0000312;0,0000312;0,002032622;0,073876169;0,0000312;0,0000312;0,0000312;0,0000312;0,0000312;0,006113847;0,040499003;0,0000312;0,0000312;0,671993672;0,403028306;0,0000312;0,0002811;0,12692777;0,005434678;0,009056338;0,0000312;0,0000312;0,193564996;0,0000312;0,083898612;0,0000312;0,0000312;0,0000312;0,009505216;0,020233954;0,0000312;0,009513969;0,0000312;0,004933177;0,016423328;0,006553819;0,013585117;0,0000312;0,0000312;0,711117389;0,021485264;0,0000312;0,0000312;0,022932768;0,00663026;0,030394521;0,867826061;1,40103228;0,085071445;0,115628672;0,459745996;0,0000312;0,030870576;0,017191967;0,009718458;0,012381596;0,742739504;0,037388769;0,027883961;0,0000312;0,001359;0,002069571;0,0000312;0,0000312;0,0000312;0,060381794;0,023141633;0,019575091
DS-HT-NA2;Elevated_DS_CD_0d_2;Elevated_DS_CD_0d;2;Elevated;DS;CD_0d;0,019663656;0,50150539;0,0000312;0,863762238;0,479371274;0,0000312;0,016175246;0,014619593;0,11294453;0,0000312;1,73185915;0,11145961;0,119618876;0,078926074;0,01604707;0,0000312;0,088334935;0,268367728;0,147582735;0,183310681;0,093578059;0,073802237;0,214754283;0,005009134;0,951916843;0,161119172;0,202687797;0,013339819;0,0000312;27,94466622;7,58868965;0,993469105;0,425284892;2,426947947;2,317669707;0,208492937;0,239926233;1,045020715;1,74709556;0,034926685;0,196555074;0,127081146;1,050245937;1,046513112;0,932310958;1,617904364;0,458887636;0,277354672;6,366241533;0,02024245;0,0000312;0,013551567;0,003190288;0,454858791;0,000298583;0,019156367;1,72462512;0,0000312;1,739483827;0,040300686;0,0000312;0,973655101;0,0022414;0,1967679;0,006799956;0,0000312;0,0333787;0,2525036;23,87731713;0,267437563;0,064345;0,003146383;0,000529696;0,178129177;0,051011902;0,619466;0,026039122;0,141857904;0,212969933;0,0000312;0,035715276;0,019508777;0,774014239;0,001374465;0,222608587;0,0255805;0,0000312;0,103419695;0,0000312;0,0000312;0,56558205;0,762611583;5,114111603;0,00186904;2,15857935;0,041791011;13,61459963;0,231654594;4,439096375;0,04586664;0,005086317;0,748575633;1,53407711;5,041986429;0,0000312;0,031861884;0,0000312;1,44816743;0,136180566;0,010487434;1,946678824;61,49161681;0,012645845;0,205910356;0,130141376;0,012259427;0,002088226;0,0000312;0,121844832;0,014491532;0,052807718;0,0000312;0,040405761;0,113227061;0,0000312;0,007053655;0,008780775;0,0000312;0,0000312;0,05450154;0,0000312;2,655972275;0,190364979;0,119951895;0,026385747;0,031082653;0,0000312;0,017652276;0,00989829;0,055556002;0,019565237;0,008106992;0,137385483;0,309127082;0,023172638;0,004977578;0,0000312;0,007994442;0,022715968;0,0000312;0,020535441;0,0000312;0,049876012;0,0000312;0,007118451;0,010209505;0,0000312;0,03239242;0,0000312;0,0000312;0,067032021;0,018980437;0,035729442;0,0000312;0,067446224;0,076166364;0,397591065;0,123577295;0,003269638;0,072960286;0,155373442;0,008715585;0,057492587;0,32255414;0,035802395;0,016899635;2,826717861;0,0000312;0,0000312;0,221193958;0,29087886;0,007716132;0,082466028;1,551577455;0,372502429;0,0000312;1,694473569;0,504249826;0,025625738;0,0000312;0,013436901;0,074665695;0,114795283;0,0000312;0,117047469;0,0000312;0,0000312;0,0000312;0,0000312;0,020421653;0,004274547;0,0000312;0,0000312;0,0000312;0,054236617;0,0000312;0,018704939;0,0000312;0,0000312;0,020094915;0,030336705;0,001598033;0,021145271;0,01577402;0,0199003;0,0023297;0,0000312;0,008157446;0,006703292;0,035866797;0,0000312;0,0000312;0,3590018;0,299671231;0,012681785;0,0003083;0,125767497;0,007813383;0,006511152;0,0000312;0,0000312;0,144745853;0,0000312;0,07737545;0,0000312;0,0000312;0,024259723;0,013666895;0,0000312;0,0000312;0,006286952;0,0000312;0,002819156;0,019364829;0,008924936;0,0290221;0,0000312;0,0000312;0,388872837;0,025658305;0,0000312;0,0000312;0,006564756;0,0000312;0,046495567;1,373321386;1,62090378;0,059118406;0,146939879;0,518334412;0,0000312;0,033993322;0,017036203;0,020125625;0,010053026;0,598090066;0,035816456;0,079392973;0,0000312;0,003564147;0,0000312;0,0000312;0,0000312;0,069874013;0,053559515;0,022543571;0,017750146
DS-HT-NA3;Elevated_DS_CD_0d_3;Elevated_DS_CD_0d;3;Elevated;DS;CD_0d;0,0242004;0,514581361;0,0000312;1,13094722;0,678241384;0,0000312;0,019304635;0,027620423;0,120077911;0,067987355;2,201400041;0,137235085;0,112667648;0,082472864;0,017560193;0,0000312;0,111745089;0,216977093;0,287547893;0,232574591;0,133412049;0,077589233;0,240878416;0,006748448;1,077342995;0,18411794;0,213665468;0,006945993;0,008647263;25,01329623;6,13314675;0,936014659;0,456012739;2,540180139;2,496155318;0,220430906;0,271242466;1,125754341;2,118495663;0,036502411;0,188187336;0,120855106;1,138662701;1,268371569;1,160982662;2,000908696;0,473049855;0,307028862;6,723503233;0,028851358;0,006400004;0,024442906;0,025033863;0,740989616;0,006212883;0,0000312;2,383037896;0,026657856;2,121819667;0,043033289;0,0000312;1,315693624;0,0043311;0,1868499;0,008462706;0,0000312;0,0502471;0,3057755;22,90620743;0,242625998;0,0919412;0,003840783;0,009655226;0,185953656;0,05616529;0,6541625;0,017422036;0,119544544;0,126677287;0,0000312;0,029511097;0,021645438;0,87964996;0,001455017;0,246446998;0,0200049;0,0000312;0,075304998;0,0000312;0,004507066;0,68661195;0,941403383;6,454066244;0,0000312;1,65979815;0,040832246;15,71254053;0,273485455;5,531016846;0,048058106;0,005622717;0,843379733;1,603639966;4,862857734;0,0000312;0,034233473;0,0000312;1,794433574;0,119099432;0,009859022;3,528642245;74,2585333;0,0169534;0,043475447;0,126096323;0,014893768;0,0000312;0,0000312;0,110975381;0,02433999;0,065672088;0,0000312;0,019189292;0,089165168;0,0000312;0,006442567;0,005551398;0,0000312;0,0000312;0,081114479;0,0000312;2,788648483;0,175173498;0,098752427;0,023510044;0,031988601;0,001321603;0,0000312;0,00403054;0,064511491;0,0000312;0,0000312;0,06389983;0,289580529;0,018183566;0,015663117;0,0000312;0,004739982;0,020311391;0,001460387;0,017895107;0,000502988;0,039178795;0,0000312;0,008965645;0,0000312;0,037399776;0,041644595;0,0000312;0,0000312;0,099138479;0,0000312;0,048015673;0,0000312;0,077541229;0,115152154;0,212244063;0,109188975;0,005369296;0,043209649;0,175123418;0,0000312;0,077263161;0,419482847;0,0000312;0,0000312;5,140944716;0,0000312;0,0000312;0,270916447;0,457100046;0,009379679;0,0000312;2,055731141;0,63766893;0,0000312;1,484358417;0,651905026;0,025559494;0,0000312;0,016925502;0,059829664;0,126843888;0,0000312;0,12603028;0,0000312;0,006721448;0,0000312;0,0000312;0,029087672;0,005452741;0,0000312;0,0000312;0,0000312;0,055755054;0,0000312;0,021857101;0,0000312;0,0000312;0,027573699;0,0000312;0,004832567;0,037295298;0,006029409;0,0000312;0,0000312;0,0000312;0,0000312;0,006195173;0,03560348;0,0000312;0,0000312;0,508734089;0,379243551;0,0000312;0,0003647;0,103628876;0,004484074;0,009858128;0,0000312;0,0000312;0,170926175;0,0037563;0,059704214;0,0000312;0,0000312;0,005825209;0,0000312;0,019058334;0,0000312;0,008589484;0,0000312;0,052585384;0,02034413;0,009696308;0,017741863;0,0000312;0,0000312;0,500300416;0,026241078;0,0000312;0,0000312;0,006697973;0,00818653;0,080631648;1,086238822;1,495513535;0,080006027;0,156503971;0,0000312;0,0000312;0,031168609;0,016280913;0,072962066;0,013160759;0,867050457;0,031658013;0,069160265;0,0000312;0,001077402;0,0000312;0,0000312;0,0000312;0,064196051;0,072000786;0,033522981;0,048211046
DS-STD-NA1;Medium_DS_CD_0d_1;Medium_DS_CD_0d;1;Medium;DS;CD_0d;0,035525049;0,549866962;0,0000312;0,800742067;0,364225038;0,0000312;0,015914527;0,028344945;0,148383938;0,0000312;1,900932397;0,051820158;0,070136361;0,050562571;0,018345823;0,000229455;0,097956209;0,134110334;0,093174421;0,108064861;0,533487199;0,084809327;0,153815804;0,007788555;1,319654271;0,211825359;0,227529714;0,025441251;0,269111556;11,06607417;4,51768175;0,452954583;0,246877861;1,558333761;2,478402137;0,220849871;0,543324299;0,76825971;2,894037998;0,018884364;0,236313452;0,0000312;0,735250373;0,834033101;1,538778005;1,535722242;0,171641603;0,16909489;8,043481033;0,038611219;0,017215059;0,018289381;0,007545636;0,647676697;0,000185883;0,024622367;4,363700799;0,0124392;2,17188592;0,066010968;0,004589817;1,641985901;0,0113282;0,1192859;0,015923499;0,005670505;0,0675862;0,3696201;23,55554373;0,215809912;0,0933295;0,001909283;0,0000312;0,181230105;0,051192839;0,6411208;0,014596095;0,12299215;0,053302808;0,0000312;0,030704336;0,020848286;0,972779882;0,0010807;0,269964968;0,0000312;0,0000312;0,054765225;0,0000312;0,0000312;0,47978395;1,115814883;7,141435374;0,002570419;0,89884215;0,044542237;13,29670473;0,284472001;2,304193118;0,042480446;0,005347417;1,157718433;1,129830657;8,990299726;0,0000312;0,033135017;0,0000312;1,950061202;0,062506192;0,008635526;3,555676334;76,52919096;0,019617232;0,048352708;0,128561911;0,014437651;0,0000312;0,0000312;0,098181151;0,0000312;0,117616627;0,0000312;0,021020214;0,079389137;0,0000312;0,0000312;0,003942439;0,0000312;0,0000312;0,09931031;0,0000312;1,939694721;0,165253094;0,114525038;0,021514005;0,02140507;0,0000312;0,002695918;0,00762939;0,032992821;0,031439397;0,0000312;0,051015587;0,380552237;0,017006987;0,005863735;0,0000312;0,008423052;0,022319145;0,0000312;0,012229886;0,0000312;0,025206463;0,0000312;0,006528426;0,0000312;0,031467328;0,029061594;0,016885513;0,0000312;0,0000312;0,0000312;0,038024348;0,0000312;0,062575474;0,081067882;0,084155822;0,137682031;0,004793952;0,028165432;0,177364823;0,023069087;0,064065739;0,384049978;0,0000312;0,0000312;5,406393685;0,0000312;0,045946775;0,286247978;0,40915413;0,014063277;0,028407717;2,297010487;0,324075846;0,0000312;1,120596825;0,587037766;0,025596826;0,0000312;0,010252397;0,0783372;0,149576154;0,0000312;0,075975784;0,0000312;0,0000312;0,0000312;0,0000312;0,005455791;0,00301682;0,003353975;0,0000312;0,0000312;0,039140371;0,002312919;0,025146622;0,0000312;0,039774412;0,0000312;0,005381288;0,0019889;0,021532382;0,020215339;0,0480462;0,0000312;0,0000312;0,0000312;0,0000312;0,013824309;0,0000312;0,251946986;0,492392238;0,265939825;0,0000312;0,000362;0,0000312;0,0000312;0,015468822;0,0000312;0,0000312;0,067536677;0,0020728;0,031155051;0,0000312;0,0000312;0,016422438;0,016059276;0,082969408;0,0000312;0,0000312;0,0000312;0,0000312;0,028062533;0,006317389;0,091233304;0,0000312;0,0000312;0,188502635;0,027219777;0,0000312;0,0000312;0,0000312;0,125891668;0,080484727;0,508216195;1,240043895;0,051399647;0,129254732;0,0000312;0,0000312;0,038369;0,008196955;0,024503027;0,040587182;0,604285844;0,03663844;0,033954862;0,0000312;0,0000312;0,009995716;0,0000312;0,0000312;0,066153556;0,080866995;0,035977;0,036338503
DS-STD-NA2;Medium_DS_CD_0d_2;Medium_DS_CD_0d;2;Medium;DS;CD_0d;0,040007852;0,647182281;0,0000312;0,818912472;0,467147863;0,0000312;0,018847544;0,03293718;0,149283218;0,0000312;1,958097417;0,061391466;0,090683666;0,067734164;0,02007265;0,0000312;0,115622658;0,116524025;0,12450579;0,13865626;0,441604866;0,095571333;0,198005359;0,00679509;1,573365093;0,239926878;0,250415217;0,05039488;0,253576931;12,3300941;5,06076085;0,707531501;0,325757569;1,96369202;2,763274728;0,24511515;0,678736898;0,725505195;3,027266465;0,033972416;0,313746493;0,147716741;0,836499633;0,739125137;1,33441412;1,401019728;0,112269509;0,218668499;7,297714233;0,035882756;0,00723806;0,014065883;0,00407289;0,408915808;0,003476883;0,024924867;3,806183638;0,020682488;2,251052945;0,068805351;0,0000312;1,325227506;0,0113454;0,126422;0,015865803;0,006574503;0,0723523;0,3700812;26,68863973;0,357616833;0,1024168;0,003126283;0,0000312;0,199485989;0,060064259;0,7307794;0,023567892;0,114047974;0,141419583;0,0000312;0,033354546;0,023390372;1,007444626;0,001536364;0,245719539;0,019809;0,0000312;0,092040518;0,0000312;0,008919291;0,52227985;1,072584783;7,503804775;0,0000312;1,01720605;0,042648286;13,76566953;0,251192586;2,43755557;0,042743153;0,004011417;1,123910333;1,224769265;2,384518111;0,093569743;0,030099598;0,0000312;2,091257943;0,063635083;0,010925022;4,038558673;69,85672587;0,018993467;0,054472741;0,125175734;0,013921079;0,006077138;0,0000312;0,101512289;0,020595792;0,123895285;0,0000312;0,0000312;0,090630452;0,0000312;0,006200073;0,005549514;0,0000312;0,0000312;0,085443348;0,0000312;1,981407591;0,16641081;0,10967286;0,015276192;0,009170509;0,0000312;0,007391183;0,008391561;0,0000312;0,036446669;0,0000312;0,119014979;0,379101072;0,02188634;0,009888258;0,0000312;0,010919472;0,020546174;0,0000312;0,006053507;0,0000312;0,031444371;0,0000312;0,008429129;0,027646379;0,038899377;0,032896835;0,018900689;0,003616081;0,069381879;0,011258115;0,034222729;0,0000312;0,046250771;0,06363369;0,184912196;0,117336304;0,002910988;0,02979249;0,174811797;0,0000312;0,092277418;0,438591326;0,0000312;0,009907379;5,396970091;0,0000312;0,039769281;0,355745099;0,417703469;0,0000312;0,038290155;2,165909846;0,327260182;0,0000312;1,336696969;0,755315392;0,029199898;0,0000312;0,00957742;0,052115701;0,160041146;0,0000312;0,091633255;0,0000312;0,0000312;0,0000312;0,0000312;0,0000312;0,002984642;0,0000312;0,0000312;0,0000312;0,050425917;0,0000312;0,027766082;0,0000312;0,0000312;0,0000312;0,0000312;0,002787111;0,016412029;0,016259134;0,0000312;0,0000312;0,0000312;0,0000312;0,005775321;0,017359019;0,0000312;0,0000312;0,418217908;0,229540844;0,0000312;0,0003537;0,0000312;0,001614919;0,014188157;0,0000312;0,0000312;0,104037642;0,0000312;0,042590525;0,0000312;0,0000312;0,0000312;0,013635353;0,074226704;0,0000312;0,0000312;0,0000312;0,012347632;0,038348122;0,005424626;0,092918956;0,0000312;0,0000312;0,100422571;0,027048804;0,0000312;0,0000312;0,0000312;0,083045239;0,083539336;0,718704114;1,774744758;0,067950958;0,121207882;0,0000312;0,0000312;0,036056858;0,005643903;0,031061495;0,041592166;0,507471972;0,029990223;0,036079479;0,0000312;0,0000312;0,008118761;0,0000312;0,0000312;0,0000312;0,058283727;0,037212959;0,042399659
DS-STD-NA3;Medium_DS_CD_0d_3;Medium_DS_CD_0d;3;Medium;DS;CD_0d;0,040107454;0,737053653;0,020069456;0,946660514;0,488301578;0,0000312;0,016113502;0,057922758;0,153236312;0,038372895;2,198590947;0,101457688;0,106307812;0,075772131;0,027946076;0,0000312;0,122382061;0,156258726;0,220220007;0,150557185;0,651214534;0,10429605;0,217288602;0,007546155;1,200431733;0,191770838;0,212028426;0,058621479;0,150673875;12,0705252;6,49387715;0,545919256;0,26410148;1,602492618;2,237918721;0,255081864;0,621253555;0,650366911;2,470005583;0,033510527;0,307027559;0,136639491;0,36828725;0,319935636;1,404234609;1,212058732;0,174613133;0,349712699;3,696220233;0,034617389;0,0000312;0,01953326;0,0000312;0,582666545;0,002607483;0,025463767;5,12560942;0,030449063;2,220905765;0,070081608;0,0000312;1,864240681;0,0191587;0,1263631;0,020046464;0,0000312;0,0705148;0,3045546;27,29654813;0,369432406;0,1046858;0,003789983;0,002020012;0,198136067;0,06139204;0,89609;0,02324469;0,134537803;0,258038954;0,0000312;0,033221691;0,019476311;0,92472242;0,001703152;0,198659479;0,0257948;0,006056267;0,115387561;0,0000312;0,0000312;0,48755235;1,016021183;6,515036637;0,016733538;0,85724725;0,047864283;13,47397853;0,348059295;2,344913354;0,057402374;0,004536717;0,649022133;1,024844903;5,186589981;0,0000312;0,036542453;0,0000312;1,957839974;0,087126789;0,012472305;2,359239128;75,78356129;0,019568718;0,222089046;0,136318887;0,013447399;0,0000312;0,0000312;0,128476521;0,0000312;0,132400093;0,0000312;0,033207312;0,10679132;0,0000312;0,008058528;0,005148932;0,00442456;0,0000312;0,055094841;0,0000312;1,622485748;0,143402939;0,12495605;0,023057556;0,017316972;0,001297802;0,010606578;0,006005578;0,0000312;0,018104176;0,0000312;0,147883109;0,471522657;0,0180169;0,006138297;0,0000312;0,009080059;0,01872405;0,0000312;0,026161204;0,0000312;0,041491335;0,0000312;0,007891866;0,024337915;0,0000312;0,035951024;0,031461188;0,0000312;0,09855624;0,0000312;0,04059569;0,0000312;0,11763217;0,054116698;0,232495463;0,135691125;0,0000312;0,03469361;0,211938291;0,0000312;0,069418775;0,382218361;0,0000312;0,0000312;4,693381395;0,0000312;0,02578388;0,35587155;0,411897037;0,021505649;0,069314999;1,878816915;0,491246645;0,0000312;0,905876486;0,598806095;0,02856248;0,0000312;0,0000312;0,090130332;0,158917733;0,0000312;0,089640621;0,0000312;0,0000312;0,0000312;0,0000312;0,002921652;0,004060458;0,010751408;0,0000312;0,0000312;0,039582548;0,004409561;0,024494633;0,0000312;0,024039144;0,0000312;0,009274499;0,001967064;0,015964727;0,024167474;0,0000312;0,0000312;0,0000312;0,0000312;0,008233857;0,010099757;0,0000312;0,0000312;0,366106193;0,234948682;0,0000312;0,0004673;0,0000312;0,008145193;0,019598917;0,0000312;0,01885588;0,118258766;0,0065271;0,028604034;0,0000312;0,0000312;0,033652802;0,019757414;0,069373942;0,0000312;0,0000312;0,0000312;0,0000312;0,042619586;0,004891382;0,101040792;0,0000312;0,0000312;0,161716776;0,029791894;0,0000312;0,0000312;0,0000312;0,060453546;0,086307757;0,801880766;1,246454926;0,062955152;0,130234978;0,0000312;0,0000312;0,032041507;0,006570786;0,027486339;0,033761688;0,431682282;0,031429411;0,025147562;0,0000312;0,0000312;0,007167772;0,0000312;0,0000312;0,0000312;0,06451417;0,030337659;0,028437094
